Sr.No,Round,Institute,Program,Stream,Quota,Category,Opening Rank,Closing Rank
1002,Round 1,"Nshm Knowledge Campus, Durgapur Group of Institutions",Civil Engineering,B.E/B. Tech,All India,Open,21843.0,63844
1007,Round 1,"Siliguri Institute of Technology, Siliguri",Civil Engineering,B.E/B. Tech,All India,Open,11326.0,64311
1010,Round 1,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Civil Engineering,B.E/B. Tech,All India,Open,33276.0,62743
1011,Round 1,"Techno International New Town, Rajarhat, New Town",Civil Engineering,B.E/B. Tech,All India,Open,20845.0,64724
1013,Round 1,Jadavpur University,Civil Engineering,B.E/B. Tech,All India,Open,125.0,366
1014,Round 1,"Asansol Engineering College, Asansol, Burdwan",Civil Engineering,B.E/B. Tech,All India,Open,12369.0,35858
1015,Round 1,"Bankura Unnayani Institute of Engineering, Bankura",Civil Engineering,B.E/B. Tech,All India,Open,13166.0,48440
1016,Round 1,"Bengal College of Engineering & Technology, Durgapur",Civil Engineering,B.E/B. Tech,All India,Open,11620.0,54526
1019,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Civil Engineering,B.E/B. Tech,All India,Open,28728.0,64564
1020,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Civil Engineering,B.E/B. Tech,All India,Open,9461.0,61368
1022,Round 1,"Hemnalini Memorial College of Engineering, Haringhata",Civil Engineering,B.E/B. Tech,All India,Open,34453.0,50085
1023,Round 1,"Ideal Institute of Engineering, Kalyani",Civil Engineering,B.E/B. Tech,All India,Open,2911.0,60304
1024,Round 1,"Hooghly Engineering & Technology College, Hooghly",Civil Engineering,B.E/B. Tech,All India,Open,13870.0,64099
1025,Round 1,"Imps College of Engineering & Technology, Malda",Civil Engineering,B.E/B. Tech,All India,Open,12425.0,63236
1026,Round 1,"Jis College of Engineering, Kalyani, Nadia",Civil Engineering,B.E/B. Tech,All India,Open,3094.0,63247
1029,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,13242.0,45496
1030,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,17417.0,52777
1031,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B. Tech,Home State,Open,5218.0,9087
1032,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,Open,2550.0,10548
1033,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,Open,2133.0,5221
1034,Round 1,"Calcutta Institute of Engineering & Management, Tollygunge, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,2701.0,57600
1036,Round 1,"Camellia Institute of Technology & Management, Bainchi, Hooghly",Civil Engineering,B.E/B. Tech,All India,Open,26590.0,37777
1037,Round 1,"Camellia Institute of Technology, Badu Road, Madhyamgram",Civil Engineering,B.E/B. Tech,All India,Open,57300.0,63882
1039,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Civil Engineering,B.E/B. Tech,All India,Open,11876.0,58225
1040,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Civil Engineering,B.E/B. Tech,All India,Open,15147.0,63509
1041,Round 1,"Dream Institute of Technology, Bishnupur, 24-Parganas-South",Civil Engineering,B.E/B. Tech,All India,Open,58880.0,58880
1042,Round 1,"Dumkal Institute of Engineering & Technology, Dumkal, Murshidabad",Civil Engineering,B.E/B. Tech,All India,Open,17907.0,44973
1043,Round 1,"Elitte College of Engineering,Mahispota, Sodepur",Civil Engineering,B.E/B. Tech,All India,Open,18827.0,61932
1044,Round 1,"Future Institute of Technology, Boral, Garia",Civil Engineering,B.E/B. Tech,All India,Open,36799.0,63698
1045,Round 1,"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,31702.0,63157
1046,Round 1,"Global Institute of Management and Technology, Krishnanagar, Nadia",Civil Engineering,B.E/B. Tech,All India,Open,18842.0,64159
1047,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,B.E/B. Tech,All India,Open,8692.0,27131
1048,Round 1,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,2542.0,11237
1049,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,Open (PwD),29538.0,29538
1050,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B. Tech,Home State,Open (PwD),34801.0,34801
1051,Round 1,Jadavpur University,Civil Engineering,B.E/B. Tech,Home State,Open (PwD),16104.0,23862
1052,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B. Tech,Home State,Open (PwD),29691.0,42509
1053,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B. Tech,Home State,Open (PwD),48438.0,48438
1054,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,Open (PwD),29181.0,29181
1055,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B. Tech,Home State,Open (PwD),56068.0,56138
1056,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,Open (PwD),26589.0,26589
1057,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open (PwD),45629.0,45629
1058,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,Open (PwD),28141.0,53060
1059,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,Open (PwD),36159.0,44633
1060,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open (PwD),41000.0,41000
1061,Round 1,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,Open (PwD),3183.0,5598
1062,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,B.E/B. Tech,Home State,Open (PwD),51906.0,51906
1063,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,B.E/B. Tech,Home State,Open (PwD),52944.0,52944
1064,Round 1,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,Open (PwD),7355.0,22288
1065,Round 1,"Maulana Abul Kalam Azad University of Technology, West Bengal",Information Technology,B.E/B. Tech,Home State,Open (PwD),33019.0,35491
1066,Round 1,University Of Calcutta,Information Technology,B.E/B. Tech,Home State,Open (PwD),12029.0,12029
1067,Round 1,Jadavpur University,Information Technology,B.E/B. Tech,Home State,Open (PwD),4393.0,7883
1068,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,Open (PwD),39947.0,40212
1073,Round 1,Jadavpur University,Chemical Engineering,B.E/B. Tech,Home State,Open (PwD),9090.0,14674
1074,Round 1,University Of Calcutta,Chemical Engineering,B.E/B. Tech,Home State,Open (PwD),16874.0,16874
1085,Round 1,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,Open (PwD),28066.0,28066
1087,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,Open (PwD),57210.0,61338
1088,Round 1,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,Open (PwD),13921.0,13921
1090,Round 1,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,Open (PwD),3676.0,7118
1092,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,Open (PwD),12371.0,12371
1095,Round 1,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,Open (PwD),40504.0,40504
1102,Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,Home State,Open (PwD),24820.0,24820
1106,Round 1,Jadavpur University,Architectural Engineering,B.E/B. Tech,Home State,Open (PwD),28393.0,28393
1110,Round 1,Jadavpur University,Architectural Engineering,B.E/B. Tech,Home State,SC,6582.0,10312
1112,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,Home State,SC,3899.0,3899
1113,Round 1,"Future Institute of Technology, Boral, Garia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,Home State,SC,42400.0,43070
1114,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,Home State,SC,25765.0,31571
1117,Round 1,"Kaji Nazrul University, Asansol",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,SC,5886.0,16774
1118,Round 1,"Future Institute of Technology, Boral, Garia",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology),B.E/B. Tech,Home State,SC,46399.0,50652
1119,Round 1,Swami Vivekananda University,Data Science,B.E/B. Tech,Home State,SC,53478.0,57831
1120,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,SC,8305.0,8305
1121,Round 1,"Future Institute of Engineering & Management, Sonarpur",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,SC,31876.0,42528
1127,Round 1,University Of Calcutta,Polymer Science & Technology,B.E/B. Tech,Home State,SC,10567.0,14545
1129,Round 1,University Of Calcutta,Optics & Optoelectronics,B.E/B. Tech,Home State,SC,8848.0,10558
1133,Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,Home State,SC,4109.0,7915
1147,Round 1,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,SC,5264.0,7881
1159,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,SC,2715.0,6926
1165,Round 1,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,SC,2298.0,5412
1172,Round 1,"Jis College of Engineering, Kalyani, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,SC,32196.0,34462
1176,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management,B.E/B. Tech,Home State,SC,14650.0,20965
1178,Round 1,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,SC,6882.0,8768
1179,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Food Technology,B.E/B. Tech,Home State,SC,38970.0,41626
1180,Round 1,"Hemnalini Memorial College of Engineering, Haringhata",Food Technology,B.E/B. Tech,Home State,SC,49364.0,58222
1181,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,SC,12665.0,18694
1182,Round 1,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B. Tech,Home State,SC,15494.0,19155
1183,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,B.E/B. Tech,Home State,SC,9797.0,17900
1185,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,B.E/B. Tech,Home State,SC,13218.0,19015
1186,Round 1,"Kaji Nazrul University, Asansol",Metallurgical And Materials Engineering,B.E/B. Tech,Home State,SC,15500.0,22950
1187,Round 1,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,SC,8954.0,15368
1188,Round 1,"Kaji Nazrul University, Asansol",Mining Engineering,B.E/B. Tech,Home State,SC,18335.0,21234
1189,Round 1,"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering,B.E/B. Tech,Home State,SC,32079.0,32496
1190,Round 1,"Heritage Institute of Technology, Kolkata",Biotechnology,B.E/B. Tech,Home State,SC,12321.0,12321
1191,Round 1,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,SC,4018.0,5591
1216,Round 1,University Of Calcutta,Chemical Engineering,B.E/B. Tech,Home State,SC,6663.0,8398
1217,Round 1,"Heritage Institute of Technology, Kolkata",Chemical Engineering,B.E/B. Tech,Home State,SC,10149.0,10149
1218,Round 1,Jadavpur University,Chemical Engineering,B.E/B. Tech,Home State,SC,2711.0,4840
1219,Round 1,"Durgapur Institute of Advanced Technology & Management, Durgapur",Mechanical Engineering,B.E/B. Tech,Home State,SC,59334.0,59334
1221,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Chemical Engineering,B.E/B. Tech,Home State,SC,32130.0,48485
1246,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,SC,6140.0,7673
1247,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B. Tech,Home State,SC,11088.0,16697
1248,Round 1,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Mechanical Engineering,B.E/B. Tech,Home State,SC,50534.0,51696
1249,Round 1,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,B.E/B. Tech,Home State,SC,15469.0,16754
1250,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Mechanical Engineering,B.E/B. Tech,Home State,SC,36694.0,38851
1251,Round 1,Jadavpur University,Information Technology,B.E/B. Tech,Home State,SC,542.0,1304
1253,Round 1,"Rcc Institute of Information Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,14561.0,24146
1254,Round 1,University Of Calcutta,Information Technology,B.E/B. Tech,Home State,SC,4717.0,5352
1256,Round 1,"Maulana Abul Kalam Azad University of Technology, West Bengal",Information Technology,B.E/B. Tech,Home State,SC,7693.0,9607
1257,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,24338.0,26413
1258,Round 1,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,SC,1253.0,3572
1259,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,B.E/B. Tech,Home State,SC,12643.0,15376
1260,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,B.E/B. Tech,Home State,SC,13460.0,15662
1261,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,B.E/B. Tech,Home State,SC,8552.0,10594
1262,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Mechanical Engineering,B.E/B. Tech,Home State,SC,56887.0,60871
1263,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Mechanical Engineering,B.E/B. Tech,Home State,SC,64647.0,64647
1264,Round 1,"Heritage Institute of Technology, Kolkata",Mechanical Engineering,B.E/B. Tech,Home State,SC,9115.0,9115
1265,Round 1,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,SC,584.0,2139
1267,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Electrical Engineering,B.E/B. Tech,Home State,SC,51836.0,57159
1268,Round 1,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B. Tech,Home State,SC,6791.0,6791
1269,Round 1,"Future Institute of Engineering & Management, Sonarpur",Electrical Engineering,B.E/B. Tech,Home State,SC,54571.0,64592
1270,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electrical Engineering,B.E/B. Tech,Home State,SC,53269.0,57360
1271,Round 1,"Durgapur Institute of Advanced Technology & Management, Durgapur",Electrical Engineering,B.E/B. Tech,Home State,SC,52972.0,62799
1272,Round 1,"Ideal Institute of Engineering, Kalyani",Electrical Engineering,B.E/B. Tech,Home State,SC,59904.0,63339
1273,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,8745.0,11299
1274,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,SC,5931.0,8055
1275,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,SC,10716.0,12180
1276,Round 1,"College of Engineering and Management, Kolaghat",Information Technology,B.E/B. Tech,Home State,SC,48939.0,56447
1277,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,8727.0,11167
1278,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,SC,4321.0,5650
1279,Round 1,"Rcc Institute of Information Technology, Kolkata",Electrical Engineering,B.E/B. Tech,Home State,SC,26324.0,35249
1280,Round 1,University Of Calcutta,Electrical Engineering,B.E/B. Tech,Home State,SC,6184.0,6402
1281,Round 1,"Future Institute of Engineering & Management, Sonarpur",Information Technology,B.E/B. Tech,Home State,SC,27006.0,29878
1282,Round 1,"Heritage Institute of Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,SC,5255.0,5255
1283,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Information Technology,B.E/B. Tech,Home State,SC,33222.0,33805
1284,Round 1,"Jis College of Engineering, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,SC,33770.0,34273
1286,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Information Technology,B.E/B. Tech,Home State,SC,52571.0,61650
1287,Round 1,"Camellia Institute of Technology, Badu Road, Madhyamgram",Information Technology,B.E/B. Tech,Home State,SC,54655.0,54655
1288,Round 1,"Bankura Unnayani Institute of Engineering, Bankura",Information Technology,B.E/B. Tech,Home State,SC,42953.0,42953
1289,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B. Tech,Home State,SC,10650.0,15222
1290,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,SC,3529.0,6634
1291,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B. Tech,Home State,SC,8905.0,14241
1292,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,B.E/B. Tech,Home State,SC,11714.0,13236
1293,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B. Tech,Home State,SC,6302.0,9073
